order_id,order_line_number,customer_id,product_id,order_timestamp,quantity,unit_price,discount_amount,tax_amount
ORD-1034,1,CUST-0038,PROD-0016,2025-01-03 13:27:00,2,972.41,97.24,147.81
ORD-1034,2,CUST-0038,PROD-0034,2025-01-03 13:27:00,1,290.28,14.51,22.06
ORD-1035,1,CUST-0011,PROD-0032,2025-09-17 14:39:00,1,677.2,33.86,51.47
ORD-1035,2,CUST-0011,PROD-0038,2025-09-17 14:39:00,2,793.42,158.68,114.25
ORD-1036,1,CUST-0059,PROD-0019,2024-09-19 18:00:00,1,998.7,149.81,67.91
ORD-1036,2,CUST-0059,PROD-0044,2024-09-19 18:00:00,2,1197.09,239.42,172.38
ORD-1036,3,CUST-0059,PROD-0035,2024-09-19 18:00:00,3,392.23,176.5,80.02
ORD-1036,4,CUST-0059,PROD-0011,2024-09-19 18:00:00,3,970.87,291.26,209.71
ORD-1037,1,CUST-0059,PROD-0007,2024-11-06 11:24:00,2,51.31,10.26,7.39
ORD-1037,2,CUST-0059,PROD-0016,2024-11-06 11:24:00,3,972.41,291.72,210.04
ORD-1037,3,CUST-0059,PROD-0025,2024-11-06 11:24:00,1,770.11,115.52,52.37
ORD-1037,4,CUST-0059,PROD-0037,2024-11-06 11:24:00,2,1054.11,0.0,168.66
ORD-1038,1,CUST-0073,PROD-0039,2025-12-04 20:47:00,3,1099.17,494.63,224.23
ORD-1039,1,CUST-0037,PROD-0015,2024-08-24 17:51:00,3,1020.04,306.01,220.33
ORD-1039,2,CUST-0037,PROD-0041,2024-08-24 17:51:00,3,682.41,102.36,155.59
ORD-1039,3,CUST-0037,PROD-0013,2024-08-24 17:51:00,3,1149.51,0.0,275.88
ORD-1040,1,CUST-0081,PROD-0003,2025-10-24 08:19:00,1,889.04,0.0,71.12
ORD-1040,2,CUST-0081,PROD-0038,2025-10-24 08:19:00,2,793.42,158.68,114.25
ORD-1040,3,CUST-0081,PROD-0024,2025-10-24 08:19:00,3,139.18,62.63,28.39
ORD-1040,4,CUST-0081,PROD-0047,2025-10-24 08:19:00,1,954.65,47.73,72.55
ORD-1041,1,CUST-0017,PROD-0011,2025-07-07 13:33:00,2,970.87,194.17,139.81
ORD-1041,2,CUST-0017,PROD-0017,2025-07-07 13:33:00,1,652.75,97.91,44.39
ORD-1041,3,CUST-0017,PROD-0031,2025-07-07 13:33:00,1,1187.64,59.38,90.26
ORD-1042,1,CUST-0097,PROD-0036,2024-08-20 18:46:00,1,268.96,26.9,19.36
ORD-1042,2,CUST-0097,PROD-0024,2024-08-20 18:46:00,3,139.18,0.0,33.4
ORD-1042,3,CUST-0097,PROD-0006,2024-08-20 18:46:00,2,277.99,55.6,40.03
ORD-1042,4,CUST-0097,PROD-0026,2024-08-20 18:46:00,3,456.81,137.04,98.67
ORD-1043,1,CUST-0075,PROD-0044,2025-01-26 18:23:00,1,1197.09,179.56,81.4
ORD-1044,1,CUST-0004,PROD-0042,2025-09-27 16:20:00,3,709.81,319.41,144.8
ORD-1044,2,CUST-0004,PROD-0005,2025-09-27 16:20:00,3,517.87,155.36,111.86
ORD-1045,1,CUST-0084,PROD-0003,2025-02-23 09:08:00,2,889.04,266.71,120.91
ORD-1046,1,CUST-0015,PROD-0025,2024-04-10 11:56:00,2,770.11,231.03,104.74
ORD-1046,2,CUST-0015,PROD-0030,2024-04-10 11:56:00,3,212.81,31.92,48.52
ORD-1047,1,CUST-0054,PROD-0040,2025-11-02 09:53:00,3,332.56,99.77,71.83
ORD-1047,2,CUST-0054,PROD-0027,2025-11-02 09:53:00,1,335.03,50.25,22.78
ORD-1047,3,CUST-0054,PROD-0018,2025-11-02 09:53:00,2,466.67,46.67,70.93
ORD-1047,4,CUST-0054,PROD-0003,2025-11-02 09:53:00,2,889.04,0.0,142.25
ORD-1048,1,CUST-0088,PROD-0004,2025-01-12 16:57:00,1,1072.77,0.0,85.82
ORD-1048,2,CUST-0088,PROD-0026,2025-01-12 16:57:00,2,456.81,0.0,73.09
ORD-1048,3,CUST-0088,PROD-0018,2025-01-12 16:57:00,3,466.67,70.0,106.4
ORD-1049,1,CUST-0083,PROD-0022,2025-10-17 17:01:00,1,288.92,14.45,21.96
ORD-1050,1,CUST-0073,PROD-0038,2024-07-30 09:53:00,1,793.42,79.34,57.13
ORD-1050,2,CUST-0073,PROD-0014,2024-07-30 09:53:00,1,129.44,0.0,10.36
ORD-1051,1,CUST-0036,PROD-0012,2024-05-29 10:34:00,1,421.5,21.08,32.03
ORD-1051,2,CUST-0036,PROD-0008,2024-05-29 10:34:00,1,786.86,78.69,56.65
ORD-1051,3,CUST-0036,PROD-0043,2024-05-29 10:34:00,1,491.29,49.13,35.37
ORD-1052,1,CUST-0003,PROD-0048,2024-06-28 12:03:00,3,94.96,0.0,22.79
ORD-1052,2,CUST-0003,PROD-0027,2024-06-28 12:03:00,3,335.03,0.0,80.41
ORD-1053,1,CUST-0061,PROD-0029,2025-04-05 20:23:00,3,221.94,33.29,50.6
ORD-1054,1,CUST-0079,PROD-0030,2024-02-15 19:50:00,1,212.81,31.92,14.47
ORD-1054,2,CUST-0079,PROD-0042,2024-02-15 19:50:00,2,709.81,212.94,96.53
ORD-1054,3,CUST-0079,PROD-0002,2024-02-15 19:50:00,3,344.53,0.0,82.69
ORD-1055,1,CUST-0063,PROD-0021,2025-12-31 15:04:00,3,851.39,127.71,194.12
ORD-1056,1,CUST-0009,PROD-0025,2024-05-10 12:39:00,2,770.11,231.03,104.74
ORD-1056,2,CUST-0009,PROD-0039,2024-05-10 12:39:00,3,1099.17,494.63,224.23
ORD-1056,3,CUST-0009,PROD-0034,2024-05-10 12:39:00,1,290.28,0.0,23.22
ORD-1057,1,CUST-0084,PROD-0028,2025-10-29 20:35:00,1,784.68,117.7,53.36
ORD-1057,2,CUST-0084,PROD-0029,2025-10-29 20:35:00,2,221.94,66.58,30.18
ORD-1058,1,CUST-0052,PROD-0028,2025-03-02 19:06:00,2,784.68,156.94,112.99
ORD-1058,2,CUST-0052,PROD-0021,2025-03-02 19:06:00,1,851.39,127.71,57.89
ORD-1058,3,CUST-0052,PROD-0043,2025-03-02 19:06:00,1,491.29,0.0,39.3
ORD-1059,1,CUST-0011,PROD-0009,2024-04-06 14:06:00,3,280.12,84.04,60.51
ORD-1059,2,CUST-0011,PROD-0036,2024-04-06 14:06:00,3,268.96,0.0,64.55
ORD-1059,3,CUST-0011,PROD-0004,2024-04-06 14:06:00,2,1072.77,214.55,154.48
ORD-1060,1,CUST-0086,PROD-0039,2025-03-10 19:03:00,1,1099.17,54.96,83.54
ORD-1060,2,CUST-0086,PROD-0020,2025-03-10 19:03:00,1,1036.81,155.52,70.5
ORD-1060,3,CUST-0086,PROD-0023,2025-03-10 19:03:00,1,114.15,0.0,9.13
ORD-1061,1,CUST-0045,PROD-0037,2025-07-24 13:07:00,3,1054.11,0.0,252.99
ORD-1061,2,CUST-0045,PROD-0015,2025-07-24 13:07:00,3,1020.04,306.01,220.33
ORD-1061,3,CUST-0045,PROD-0028,2025-07-24 13:07:00,1,784.68,39.23,59.64
ORD-1062,1,CUST-0035,PROD-0023,2025-12-21 20:19:00,1,114.15,17.12,7.76
ORD-1062,2,CUST-0035,PROD-0001,2025-12-21 20:19:00,1,774.52,38.73,58.86
ORD-1062,3,CUST-0035,PROD-0012,2025-12-21 20:19:00,3,421.5,0.0,101.16
ORD-1063,1,CUST-0012,PROD-0030,2025-06-28 11:24:00,2,212.81,42.56,30.64
ORD-1063,2,CUST-0012,PROD-0022,2025-06-28 11:24:00,3,288.92,0.0,69.34
ORD-1063,3,CUST-0012,PROD-0011,2025-06-28 11:24:00,1,970.87,48.54,73.79
ORD-1063,4,CUST-0012,PROD-0024,2025-06-28 11:24:00,1,139.18,0.0,11.13
ORD-1064,1,CUST-0087,PROD-0032,2024-03-25 12:28:00,2,677.2,67.72,102.93
ORD-1064,2,CUST-0087,PROD-0039,2024-03-25 12:28:00,3,1099.17,0.0,263.8
ORD-1064,3,CUST-0087,PROD-0029,2024-03-25 12:28:00,2,221.94,66.58,30.18
ORD-1064,4,CUST-0087,PROD-0027,2024-03-25 12:28:00,1,335.03,33.5,24.12
ORD-1065,1,CUST-0087,PROD-0003,2025-11-26 17:31:00,3,889.04,0.0,213.37
ORD-1065,2,CUST-0087,PROD-0015,2025-11-26 17:31:00,1,1020.04,51.0,77.52
ORD-1065,3,CUST-0087,PROD-0026,2025-11-26 17:31:00,2,456.81,45.68,69.44
ORD-1066,1,CUST-0099,PROD-0021,2024-05-21 20:16:00,2,851.39,255.42,115.79
ORD-1066,2,CUST-0099,PROD-0008,2024-05-21 20:16:00,1,786.86,39.34,59.8
ORD-1066,3,CUST-0099,PROD-0001,2024-05-21 20:16:00,2,774.52,77.45,117.73
ORD-1067,1,CUST-0065,PROD-0005,2025-07-27 18:51:00,1,517.87,77.68,35.22
ORD-1067,2,CUST-0065,PROD-0026,2025-07-27 18:51:00,1,456.81,68.52,31.06
ORD-1067,3,CUST-0065,PROD-0048,2025-07-27 18:51:00,1,94.96,9.5,6.84
ORD-1068,1,CUST-0074,PROD-0019,2025-03-16 17:25:00,2,998.7,99.87,151.8
ORD-1068,2,CUST-0074,PROD-0008,2025-03-16 17:25:00,3,786.86,354.09,160.52
ORD-1068,3,CUST-0074,PROD-0026,2025-03-16 17:25:00,3,456.81,137.04,98.67
ORD-1068,4,CUST-0074,PROD-0002,2025-03-16 17:25:00,1,344.53,51.68,23.43
ORD-1069,1,CUST-0014,PROD-0034,2024-09-07 14:37:00,3,290.28,87.08,62.7
ORD-1069,2,CUST-0014,PROD-0006,2024-09-07 14:37:00,1,277.99,27.8,20.02
ORD-1069,3,CUST-0014,PROD-0026,2024-09-07 14:37:00,1,456.81,0.0,36.54
ORD-1069,4,CUST-0014,PROD-0020,2024-09-07 14:37:00,3,1036.81,0.0,248.83
ORD-1070,1,CUST-0068,PROD-0023,2025-06-07 11:57:00,1,114.15,5.71,8.68
ORD-1070,2,CUST-0068,PROD-0047,2025-06-07 11:57:00,1,954.65,47.73,72.55
ORD-1070,3,CUST-0068,PROD-0042,2025-06-07 11:57:00,2,709.81,70.98,107.89
ORD-1071,1,CUST-0023,PROD-0012,2025-09-09 10:48:00,3,421.5,189.67,85.99
ORD-1072,1,CUST-0060,PROD-0044,2025-08-01 20:37:00,3,1197.09,359.13,258.57
ORD-1072,2,CUST-0060,PROD-0037,2025-08-01 20:37:00,3,1054.11,316.23,227.69
ORD-1072,3,CUST-0060,PROD-0042,2025-08-01 20:37:00,1,709.81,106.47,48.27
ORD-1072,4,CUST-0060,PROD-0041,2025-08-01 20:37:00,1,682.41,102.36,46.4
ORD-1073,1,CUST-0057,PROD-0038,2025-10-09 12:50:00,3,793.42,0.0,190.42
ORD-1073,2,CUST-0057,PROD-0004,2025-10-09 12:50:00,2,1072.77,321.83,145.9
ORD-1073,3,CUST-0057,PROD-0023,2025-10-09 12:50:00,2,114.15,0.0,18.26
ORD-1074,1,CUST-0008,PROD-0040,2025-01-13 12:04:00,3,332.56,149.65,67.84
ORD-1075,1,CUST-0060,PROD-0029,2025-08-18 16:50:00,3,221.94,33.29,50.6
ORD-1076,1,CUST-0042,PROD-0004,2025-09-12 15:32:00,1,1072.77,107.28,77.24
ORD-1076,2,CUST-0042,PROD-0029,2025-09-12 15:32:00,3,221.94,0.0,53.27
ORD-1077,1,CUST-0065,PROD-0046,2025-10-24 10:02:00,2,149.39,14.94,22.71
ORD-1077,2,CUST-0065,PROD-0029,2025-10-24 10:02:00,2,221.94,44.39,31.96
ORD-1078,1,CUST-0037,PROD-0044,2025-02-01 14:49:00,3,1197.09,359.13,258.57
ORD-1078,2,CUST-0037,PROD-0039,2025-02-01 14:49:00,1,1099.17,109.92,79.14
ORD-1078,3,CUST-0037,PROD-0004,2025-02-01 14:49:00,1,1072.77,160.92,72.95
ORD-1079,1,CUST-0037,PROD-0022,2024-09-16 19:54:00,3,288.92,43.34,65.87
ORD-1079,2,CUST-0037,PROD-0006,2024-09-16 19:54:00,2,277.99,55.6,40.03
ORD-1080,1,CUST-0084,PROD-0039,2025-12-17 18:25:00,1,1099.17,109.92,79.14
ORD-1080,2,CUST-0084,PROD-0046,2025-12-17 18:25:00,3,149.39,67.23,30.48
ORD-1081,1,CUST-0083,PROD-0042,2024-12-03 10:42:00,3,709.81,319.41,144.8
ORD-1082,1,CUST-0066,PROD-0012,2025-01-06 08:23:00,2,421.5,42.15,64.07
ORD-1082,2,CUST-0066,PROD-0014,2025-01-06 08:23:00,1,129.44,6.47,9.84
ORD-1082,3,CUST-0066,PROD-0022,2025-01-06 08:23:00,1,288.92,0.0,23.11
ORD-1083,1,CUST-0038,PROD-0043,2024-04-14 16:49:00,2,491.29,49.13,74.68
ORD-1084,1,CUST-0077,PROD-0045,2025-01-21 10:10:00,1,127.27,19.09,8.65
ORD-1084,2,CUST-0077,PROD-0040,2025-01-21 10:10:00,1,332.56,49.88,22.61
ORD-1085,1,CUST-0047,PROD-0040,2025-11-24 19:15:00,1,332.56,16.63,25.27
ORD-1085,2,CUST-0047,PROD-0019,2025-11-24 19:15:00,2,998.7,299.61,135.82
ORD-1085,3,CUST-0047,PROD-0048,2025-11-24 19:15:00,1,94.96,9.5,6.84
ORD-1085,4,CUST-0047,PROD-0029,2025-11-24 19:15:00,3,221.94,99.87,45.28
ORD-1086,1,CUST-0060,PROD-0011,2024-10-16 20:24:00,2,970.87,0.0,155.34
ORD-1086,2,CUST-0060,PROD-0013,2024-10-16 20:24:00,3,1149.51,517.28,234.5
ORD-1086,3,CUST-0060,PROD-0039,2024-10-16 20:24:00,2,1099.17,0.0,175.87
ORD-1086,4,CUST-0060,PROD-0009,2024-10-16 20:24:00,3,280.12,0.0,67.23
ORD-1087,1,CUST-0037,PROD-0029,2024-03-27 20:10:00,2,221.94,0.0,35.51
ORD-1087,2,CUST-0037,PROD-0033,2024-03-27 20:10:00,1,1014.57,152.19,68.99
ORD-1087,3,CUST-0037,PROD-0010,2024-03-27 20:10:00,2,975.13,0.0,156.02
ORD-1088,1,CUST-0054,PROD-0016,2024-02-25 14:32:00,2,972.41,97.24,147.81
ORD-1088,2,CUST-0054,PROD-0025,2024-02-25 14:32:00,1,770.11,77.01,55.45
ORD-1088,3,CUST-0054,PROD-0006,2024-02-25 14:32:00,1,277.99,27.8,20.02
ORD-1089,1,CUST-0019,PROD-0045,2024-05-21 08:18:00,2,127.27,0.0,20.36
ORD-1089,2,CUST-0019,PROD-0009,2024-05-21 08:18:00,1,280.12,0.0,22.41
ORD-1089,3,CUST-0019,PROD-0046,2024-05-21 08:18:00,2,149.39,14.94,22.71
ORD-1089,4,CUST-0019,PROD-0031,2024-05-21 08:18:00,1,1187.64,178.15,80.76
ORD-1090,1,CUST-0015,PROD-0004,2024-10-23 11:19:00,1,1072.77,160.92,72.95
ORD-1091,1,CUST-0082,PROD-0032,2025-09-30 15:04:00,3,677.2,0.0,162.53
ORD-1092,1,CUST-0081,PROD-0019,2025-06-12 17:15:00,1,998.7,99.87,71.91
ORD-1092,2,CUST-0081,PROD-0028,2025-06-12 17:15:00,1,784.68,117.7,53.36
ORD-1093,1,CUST-0024,PROD-0005,2025-11-12 18:05:00,3,517.87,0.0,124.29
ORD-1093,2,CUST-0024,PROD-0034,2025-11-12 18:05:00,2,290.28,87.08,39.48
ORD-1093,3,CUST-0024,PROD-0035,2025-11-12 18:05:00,1,392.23,58.83,26.67
ORD-1094,1,CUST-0048,PROD-0005,2024-09-17 19:01:00,3,517.87,0.0,124.29
ORD-1094,2,CUST-0048,PROD-0023,2024-09-17 19:01:00,3,114.15,34.25,24.66
ORD-1094,3,CUST-0048,PROD-0016,2024-09-17 19:01:00,1,972.41,0.0,77.79
ORD-1095,1,CUST-0046,PROD-0044,2025-07-14 13:52:00,3,1197.09,538.69,244.21
ORD-1095,2,CUST-0046,PROD-0030,2025-07-14 13:52:00,3,212.81,31.92,48.52
ORD-1096,1,CUST-0018,PROD-0003,2024-03-06 19:49:00,2,889.04,266.71,120.91
ORD-1096,2,CUST-0018,PROD-0019,2024-03-06 19:49:00,3,998.7,449.42,203.73
ORD-1096,3,CUST-0018,PROD-0013,2024-03-06 19:49:00,2,1149.51,0.0,183.92
ORD-1096,4,CUST-0018,PROD-0021,2024-03-06 19:49:00,3,851.39,127.71,194.12
ORD-1097,1,CUST-0037,PROD-0018,2025-01-01 20:03:00,2,466.67,140.0,63.47
ORD-1097,2,CUST-0037,PROD-0008,2025-01-01 20:03:00,3,786.86,354.09,160.52
ORD-1097,3,CUST-0037,PROD-0024,2025-01-01 20:03:00,2,139.18,27.84,20.04
ORD-1098,1,CUST-0024,PROD-0034,2025-05-24 19:31:00,3,290.28,130.63,59.22
ORD-1098,2,CUST-0024,PROD-0018,2025-05-24 19:31:00,1,466.67,70.0,31.73
ORD-1098,3,CUST-0024,PROD-0006,2025-05-24 19:31:00,3,277.99,41.7,63.38
ORD-1099,1,CUST-0070,PROD-0021,2024-10-28 13:06:00,3,851.39,255.42,183.9
ORD-1100,1,CUST-0040,PROD-0011,2025-04-02 17:45:00,2,970.87,0.0,155.34
ORD-1100,2,CUST-0040,PROD-0045,2025-04-02 17:45:00,3,127.27,38.18,27.49
ORD-1100,3,CUST-0040,PROD-0029,2025-04-02 17:45:00,3,221.94,99.87,45.28
ORD-1100,4,CUST-0040,PROD-0023,2025-04-02 17:45:00,2,114.15,0.0,18.26
ORD-1101,1,CUST-0010,PROD-0033,2025-11-19 18:25:00,1,1014.57,0.0,81.17
ORD-1101,2,CUST-0010,PROD-0048,2025-11-19 18:25:00,1,94.96,14.24,6.46
ORD-1101,3,CUST-0010,PROD-0044,2025-11-19 18:25:00,1,1197.09,59.85,90.98
ORD-1102,1,CUST-0009,PROD-0024,2024-08-30 20:41:00,1,139.18,6.96,10.58
ORD-1102,2,CUST-0009,PROD-0025,2024-08-30 20:41:00,3,770.11,346.55,157.1
ORD-1102,3,CUST-0009,PROD-0037,2024-08-30 20:41:00,2,1054.11,210.82,151.79
ORD-1103,1,CUST-0057,PROD-0026,2024-03-20 17:08:00,2,456.81,45.68,69.44
ORD-1103,2,CUST-0057,PROD-0021,2024-03-20 17:08:00,1,851.39,0.0,68.11
ORD-1103,3,CUST-0057,PROD-0042,2024-03-20 17:08:00,3,709.81,106.47,161.84
ORD-1104,1,CUST-0064,PROD-0017,2025-06-15 14:58:00,2,652.75,195.82,88.77
ORD-1105,1,CUST-0028,PROD-0013,2025-09-19 12:44:00,2,1149.51,114.95,174.73
ORD-1105,2,CUST-0028,PROD-0008,2025-09-19 12:44:00,3,786.86,354.09,160.52
ORD-1105,3,CUST-0028,PROD-0009,2025-09-19 12:44:00,1,280.12,28.01,20.17
ORD-1105,4,CUST-0028,PROD-0005,2025-09-19 12:44:00,3,517.87,155.36,111.86
ORD-1106,1,CUST-0091,PROD-0020,2024-03-08 16:34:00,3,1036.81,155.52,236.39
ORD-1106,2,CUST-0091,PROD-0011,2024-03-08 16:34:00,2,970.87,97.09,147.57
ORD-1106,3,CUST-0091,PROD-0046,2024-03-08 16:34:00,1,149.39,7.47,11.35
ORD-1107,1,CUST-0018,PROD-0024,2024-08-31 20:31:00,3,139.18,41.75,30.06
ORD-1108,1,CUST-0060,PROD-0005,2025-07-19 10:39:00,2,517.87,155.36,70.43
